"","indicat_procedure","airport","SID/STAR","procedure","entry_exit_waypoint","Runway","waypoint","dist(NM)","Rumo(°)","FL_min","FL_max","Fl_exato","Pto_espera","Ang_espera_1","Ang_espera_2","Merge point","way","procedure_set","lat_air","long_air","lat","long","indicat"
"1941",413,"SBKP","STAR","STAR RNAV ASBAK 1A - LOLED 1B RWY 15-1","ENTIT","15","LOLED",1.7,329,"8",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV ASBAK 1A - LOLED 1B R",-23.006944,-47.134444,-22.912408333,-47.060402778,406
"1942",413,"SBKP","STAR","STAR RNAV ASBAK 1A - LOLED 1B RWY 15-1","ENTIT","15","ASBAK",NA,NA,"6",NA,NA,"Sim","149","329","Não",1,"STAR RNAV ASBAK 1A - LOLED 1B R",-23.006944,-47.134444,-22.803577778,-47.212905556,406
"1943",414,"SBKP","STAR","STAR RNAV ASBAK 1A - LOLED 1B RWY 15-2","EDMUS","15","EDMUS",9.7,279,NA,"3",NA,"Sim","99","279","Não",2,"STAR RNAV ASBAK 1A - LOLED 1B R",-23.006944,-47.134444,-23.189227778,-45.385866667,407
"1944",414,"SBKP","STAR","STAR RNAV ASBAK 1A - LOLED 1B RWY 15-2","EDMUS","15","NIBVO",3.2,275,NA,NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV ASBAK 1A - LOLED 1B R",-23.006944,-47.134444,-23.2269,-45.555925,407
"1945",414,"SBKP","STAR","STAR RNAV ASBAK 1A - LOLED 1B RWY 15-2","EDMUS","15","KP153",17.5,275,"26",NA,NA,"Sim","95","275","Não",2,"STAR RNAV ASBAK 1A - LOLED 1B R",-23.006944,-47.134444,-23.372561111,-46.079869444,407
"1946",414,"SBKP","STAR","STAR RNAV ASBAK 1A - LOLED 1B RWY 15-2","EDMUS","15","KP154",15.2,326,NA,NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV ASBAK 1A - LOLED 1B R",-23.006944,-47.134444,-23.458030556,-46.383080556,407
"1947",414,"SBKP","STAR","STAR RNAV ASBAK 1A - LOLED 1B RWY 15-2","EDMUS","15","KP156",11.9,341,"14",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV ASBAK 1A - LOLED 1B R",-23.006944,-47.134444,-23.313072222,-46.608980556,407
"1948",414,"SBKP","STAR","STAR RNAV ASBAK 1A - LOLED 1B RWY 15-2","EDMUS","15","KP157",6.7,341,"13","14",NA,"Não",NA,NA,"Não",2,"STAR RNAV ASBAK 1A - LOLED 1B R",-23.006944,-47.134444,-23.161925,-46.749869444,407
"1949",414,"SBKP","STAR","STAR RNAV ASBAK 1A - LOLED 1B RWY 15-2","EDMUS","15","KP158",12.7,329,NA,"12",NA,"Sim","161","341","Não",2,"STAR RNAV ASBAK 1A - LOLED 1B R",-23.006944,-47.134444,-23.077136111,-46.828727778,407
"1950",414,"SBKP","STAR","STAR RNAV ASBAK 1A - LOLED 1B RWY 15-2","EDMUS","15","KP159",3.5,329,"9",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV ASBAK 1A - LOLED 1B R",-23.006944,-47.134444,-22.948025,-47.010391667,407
"1951",414,"SBKP","STAR","STAR RNAV ASBAK 1A - LOLED 1B RWY 15-2","EDMUS","15","LOLED",1.7,329,"8",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV ASBAK 1A - LOLED 1B R",-23.006944,-47.134444,-22.912408333,-47.060402778,407
"1952",414,"SBKP","STAR","STAR RNAV ASBAK 1A - LOLED 1B RWY 15-2","EDMUS","15","ASBAK",NA,NA,"6",NA,NA,"Sim","149","329","Não",2,"STAR RNAV ASBAK 1A - LOLED 1B R",-23.006944,-47.134444,-22.803577778,-47.212905556,407
"1953",415,"SBKP","STAR","STAR RNAV TIMRU 3B - UTLOT 3B RWY 33-1","TIMRU","33","TIMRU",17.4,117,NA,"19",NA,"Não",NA,NA,"Não",1,"STAR RNAV TIMRU 3B - UTLOT 3B R",-23.006944,-47.134444,-23.484761111,-48.065977778,551
"1954",415,"SBKP","STAR","STAR RNAV TIMRU 3B - UTLOT 3B RWY 33-1","TIMRU","33","KP161",8.1,15,"15",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV TIMRU 3B - UTLOT 3B R",-23.006944,-47.134444,-23.515361111,-47.753186111,551
"1955",415,"SBKP","STAR","STAR RNAV TIMRU 3B - UTLOT 3B RWY 33-1","TIMRU","33","OBMAV",9.1,78,NA,"13",NA,"Sim","78","258","Não",1,"STAR RNAV TIMRU 3B - UTLOT 3B R",-23.006944,-47.134444,-23.5015229,-47.607188717,551
"1956",415,"SBKP","STAR","STAR RNAV TIMRU 3B - UTLOT 3B RWY 33-1","TIMRU","33","KP033",4,78,NA,"9",NA,"Não",NA,NA,"Não",1,"STAR RNAV TIMRU 3B - UTLOT 3B R",-23.006944,-47.134444,-23.417608333,-47.468922222,551
"1957",415,"SBKP","STAR","STAR RNAV TIMRU 3B - UTLOT 3B RWY 33-1","TIMRU","33","KP168",14,78,NA,"8",NA,"Não",NA,NA,"Não",1,"STAR RNAV TIMRU 3B - UTLOT 3B R",-23.006944,-47.134444,-23.380786111,-47.408361111,551
"1958",415,"SBKP","STAR","STAR RNAV TIMRU 3B - UTLOT 3B RWY 33-1","TIMRU","33","KP169",8.1,78,"65","7",NA,"Não",NA,NA,"Não",1,"STAR RNAV TIMRU 3B - UTLOT 3B R",-23.006944,-47.134444,-23.252219444,-47.197397222,551
"1959",415,"SBKP","STAR","STAR RNAV TIMRU 3B - UTLOT 3B RWY 33-1","TIMRU","33","KP106",NA,NA,"6",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV TIMRU 3B - UTLOT 3B R",-23.006944,-47.134444,-23.177286111,-47.0748,551
"1960",416,"SBKP","STAR","STAR RNAV TIMRU 3B - UTLOT 3B RWY 33-2","UTLOT","33","UTLOT",22.8,146,NA,NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV TIMRU 3B - UTLOT 3B R",-23.006944,-47.134444,-22.474,-47.892333333,552
"1961",416,"SBKP","STAR","STAR RNAV TIMRU 3B - UTLOT 3B RWY 33-2","UTLOT","33","IREMA",13,18,NA,"16",NA,"Não",NA,NA,"Não",2,"STAR RNAV TIMRU 3B - UTLOT 3B R",-23.006944,-47.134444,-22.690383333,-47.553841667,552
"1962",416,"SBKP","STAR","STAR RNAV TIMRU 3B - UTLOT 3B RWY 33-2","UTLOT","33","DALEK",1.8,149,NA,NA,NA,"Sim","18","36","Não",2,"STAR RNAV TIMRU 3B - UTLOT 3B R",-23.006944,-47.134444,-22.893469444,-47.470180556,552
"1963",416,"SBKP","STAR","STAR RNAV TIMRU 3B - UTLOT 3B RWY 33-2","UTLOT","33","KP171",8,149,"1",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV TIMRU 3B - UTLOT 3B R",-23.006944,-47.134444,-23.003877778,-47.316702778,552
"1964",416,"SBKP","STAR","STAR RNAV TIMRU 3B - UTLOT 3B RWY 33-2","UTLOT","33","KP167",8.9,149,"8","9",NA,"Não",NA,NA,"Não",2,"STAR RNAV TIMRU 3B - UTLOT 3B R",-23.006944,-47.134444,-23.085947222,-47.202347222,552
"1965",416,"SBKP","STAR","STAR RNAV TIMRU 3B - UTLOT 3B RWY 33-2","UTLOT","33","KP106",NA,NA,"6",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV TIMRU 3B - UTLOT 3B R",-23.006944,-47.134444,-23.177286111,-47.0748,552
"1966",417,"SBKP","STAR","STAR RNAV UTLOT 1A - TIMRU 1A RWY 15-1","TIMRU","15","TIMRU",17.4,117,NA,"19",NA,"Não",NA,NA,"Não",1,"STAR RNAV UTLOT 1A - TIMRU 1A",-23.006944,-47.134444,-23.484761111,-48.065977778,561
"1967",417,"SBKP","STAR","STAR RNAV UTLOT 1A - TIMRU 1A RWY 15-1","TIMRU","15","KP161",8.1,15,"15",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV UTLOT 1A - TIMRU 1A",-23.006944,-47.134444,-23.515361111,-47.753186111,561
"1968",417,"SBKP","STAR","STAR RNAV UTLOT 1A - TIMRU 1A RWY 15-1","TIMRU","15","OBMAV",17.4,58,NA,"14",NA,"Sim","58","238","Não",1,"STAR RNAV UTLOT 1A - TIMRU 1A",-23.006944,-47.134444,-23.5015229,-47.607188717,561
"1969",417,"SBKP","STAR","STAR RNAV UTLOT 1A - TIMRU 1A RWY 15-1","TIMRU","15","KP162",16,58,"12",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV UTLOT 1A - TIMRU 1A",-23.006944,-47.134444,-23.268488889,-47.419663889,561
"1970",417,"SBKP","STAR","STAR RNAV UTLOT 1A - TIMRU 1A RWY 15-1","TIMRU","15","KP173",7.6,329,"8",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV UTLOT 1A - TIMRU 1A",-23.006944,-47.134444,-23.053325,-47.247202778,561
"1971",417,"SBKP","STAR","STAR RNAV UTLOT 1A - TIMRU 1A RWY 15-1","TIMRU","15","KP104",NA,NA,"6",NA,NA,"Sim","1","19","Não",1,"STAR RNAV UTLOT 1A - TIMRU 1A",-23.006944,-47.134444,-22.975577778,-47.356083333,561
"1972",418,"SBKP","STAR","STAR RNAV UTLOT 1A - TIMRU 1A RWY 15-2","UTLOT","15","UTLOT",22.8,146,NA,"16",NA,"Não",NA,NA,"Não",2,"STAR RNAV UTLOT 1A - TIMRU 1A",-23.006944,-47.134444,-22.474,-47.892333333,562
"1973",418,"SBKP","STAR","STAR RNAV UTLOT 1A - TIMRU 1A RWY 15-2","UTLOT","15","IREMA",13,18,NA,"1",NA,"Não",NA,NA,"Não",2,"STAR RNAV UTLOT 1A - TIMRU 1A",-23.006944,-47.134444,-22.690383333,-47.553841667,562
"1974",418,"SBKP","STAR","STAR RNAV UTLOT 1A - TIMRU 1A RWY 15-2","UTLOT","15","DALEK",NA,NA,"65",NA,NA,"Sim","18","36","Não",2,"STAR RNAV UTLOT 1A - TIMRU 1A",-23.006944,-47.134444,-22.893469444,-47.470180556,562
"1975",419,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-1","EDMUS","33","EDMUS",9.7,279,NA,"3",NA,"Sim","99","279","Não",1,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-23.189227778,-45.385866667,569
"1976",419,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-1","EDMUS","33","NIBVO",3.2,275,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-23.2269,-45.555925,569
"1977",419,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-1","EDMUS","33","KP153",17.5,275,"26",NA,NA,"Sim","95","275","Não",1,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-23.372561111,-46.079869444,569
"1978",419,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-1","EDMUS","33","KP154",15.2,326,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-23.458030556,-46.383080556,569
"1979",419,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-1","EDMUS","33","KP156",11.9,341,"14",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-23.313072222,-46.608980556,569
"1980",419,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-1","EDMUS","33","KP157",6.7,341,"13","14",NA,"Não",NA,NA,"Não",1,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-23.161925,-46.749869444,569
"1981",419,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-1","EDMUS","33","KP158",9.1,359,NA,"12",NA,"Sim","161","341","Não",1,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-23.077136111,-46.828727778,569
"1982",419,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-1","EDMUS","33","KP164",8.4,329,NA,NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-22.936108333,-46.890563889,569
"1983",419,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-1","EDMUS","33","VURAV",11.6,239,"11",NA,NA,"Sim","149","329","Não",1,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-22.851369444,-47.010580556,569
"1984",419,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-1","EDMUS","33","KP166",6.1,239,"9","11",NA,"Não",NA,NA,"Não",1,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-23.005855556,-47.136780556,569
"1985",419,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-1","EDMUS","33","KP167",8.9,149,"8","9",NA,"Não",NA,NA,"Não",1,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-23.085947222,-47.202347222,569
"1986",419,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-1","EDMUS","33","KP106",NA,NA,"6",NA,NA,"Não",NA,NA,"Não",1,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-23.177286111,-47.0748,569
"1987",420,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-2","ENTIT","33","ENTIT",5.6,239,NA,"21",NA,"Não",NA,NA,"Não",2,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-22.417511111,-46.657975,570
"1988",420,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-2","ENTIT","33","KP149",15.6,239,NA,NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-22.491752778,-46.718125,570
"1989",420,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-2","ENTIT","33","KP151",7.4,239,"13",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-22.699497222,-46.886847222,570
"1990",420,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-2","ENTIT","33","KP163",4,239,NA,"12",NA,"Não",NA,NA,"Não",2,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-22.797938889,-46.967011111,570
"1991",420,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-2","ENTIT","33","VURAV",11.6,239,"11",NA,NA,"Sim","149","329","Não",2,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-22.851369444,-47.010580556,570
"1992",420,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-2","ENTIT","33","KP166",6.1,239,"9","11",NA,"Não",NA,NA,"Não",2,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-23.005855556,-47.136780556,570
"1993",420,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-2","ENTIT","33","KP167",8.9,149,"8","9",NA,"Não",NA,NA,"Não",2,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-23.085947222,-47.202347222,570
"1994",420,"SBKP","STAR","STAR RNAV VURAV 2A RWY 33-2","ENTIT","33","KP106",NA,NA,"6",NA,NA,"Não",NA,NA,"Não",2,"STAR RNAV VURAV 2A RWY 33",-23.006944,-47.134444,-23.177286111,-47.0748,570
"1995",227,"SBPA","SID","SID OMNI RWY 11 29-1","PISTA(SBSV)","11 29","PISTA(SBPA)",NA,19,"2",NA,NA,"Não",NA,NA,"Não",1,"SID OMNI RWY 11 29",-29.994722,-51.171111,-29.99438,-51.182473,32
"1996",227,"SBPA","SID","SID OMNI RWY 11 29-1","PISTA(SBSV)","11 29","PISTA(SBPA)",NA,289,"2",NA,NA,"Não",NA,NA,"Não",1,"SID OMNI RWY 11 29",-29.994722,-51.171111,-29.99522,-51.15349,32
"1997",227,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-1","KEXEL","29","PISTA(SBPA)",5.2,289,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.99522,-51.15349,114
"1998",227,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-1","KEXEL","29","ISEPA",1.7,198,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.992333333,-51.282833333,114
"1999",227,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-1","KEXEL","29","EGBAM",13.7,265,"5","6",NA,"Não",NA,NA,"Não",1,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.170391667,-51.286291667,114
"2000",227,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-1","KEXEL","29","PA053",11.5,287,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.257105556,-51.529377778,114
"2001",227,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-1","KEXEL","29","PA054",8.1,287,NA,"14",NA,"Não",NA,NA,"Não",1,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.257363889,-51.750166667,114
"2002",227,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-1","KEXEL","29","PA056",25.9,287,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.257336111,-51.905908333,114
"2003",227,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-1","KEXEL","29","PA057",39.5,33,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.256088889,-52.403777778,114
"2004",227,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-1","KEXEL","29","KEXEL",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.800666667,-52.953666667,114
"2005",228,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-2","SUSKI","29","PISTA(SBPA)",5.2,289,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.99522,-51.15349,115
"2006",228,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-2","SUSKI","29","ISEPA",9.8,288,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.992333333,-51.282833333,115
"2007",228,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-2","SUSKI","29","GEMGI",12.3,328,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.988333333,-51.470833333,115
"2008",228,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-2","SUSKI","29","PA062",1.3,328,NA,"11",NA,"Não",NA,NA,"Não",2,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.855077778,-51.649302778,115
"2009",228,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-2","SUSKI","29","ORAKI",2.8,281,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.742758333,-51.7991,115
"2010",228,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-2","SUSKI","29","SUSKI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",2,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.777171694,-52.194964417,115
"2011",229,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-3","POXEV","29","PISTA(SBPA)",5.2,289,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.99522,-51.15349,116
"2012",229,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-3","POXEV","29","ISEPA",1.7,198,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.992333333,-51.282833333,116
"2013",229,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-3","POXEV","29","EGBAM",26,237,"5","6",NA,"Não",NA,NA,"Não",3,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.170391667,-51.286291667,116
"2014",229,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-3","POXEV","29","AMVOM",17.5,252,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.502802778,-51.607583333,116
"2015",229,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-3","POXEV","29","DOVNA",83.9,3,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.669444444,-51.885333333,116
"2016",229,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-3","POXEV","29","POXEV",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",3,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.322416667,-53.453547222,116
"2017",230,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-4","TEMEK","29","PISTA(SBPA)",5.2,289,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.99522,-51.15349,117
"2018",230,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-4","TEMEK","29","ISEPA",1.7,198,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.992333333,-51.282833333,117
"2019",230,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-4","TEMEK","29","EGBAM",21.7,221,"5","6",NA,"Não",NA,NA,"Não",4,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.170391667,-51.286291667,117
"2020",230,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-4","TEMEK","29","EDSEP",6.5,243,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.499005556,-51.460227778,117
"2021",230,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-4","TEMEK","29","TEMEK",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",4,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.57466667,-51.55033333,117
"2022",231,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-5","ISOBU","29","PISTA(SBPA)",5.2,289,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.99522,-51.15349,118
"2023",231,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-5","ISOBU","29","ISEPA",1.7,198,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.992333333,-51.282833333,118
"2024",231,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-5","ISOBU","29","EGBAM",26,237,"5","6",NA,"Não",NA,NA,"Não",5,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.170391667,-51.286291667,118
"2025",231,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-5","ISOBU","29","AMVOM",17.5,252,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.502802778,-51.607583333,118
"2026",231,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-5","ISOBU","29","DOVNA",47.9,284,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.669444444,-51.885333333,118
"2027",231,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-5","ISOBU","29","TOKAK",29.7,282,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.695463889,-52.810697222,118
"2028",231,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-5","ISOBU","29","ISOBU",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",5,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.730463889,-53.383016667,118
"2029",232,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-6","DEVOT","29","PISTA(SBPA)",5.2,289,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.99522,-51.15349,119
"2030",232,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-6","DEVOT","29","ISEPA",1.7,198,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-29.992333333,-51.282833333,119
"2031",232,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-6","DEVOT","29","EGBAM",26,237,"5","6",NA,"Não",NA,NA,"Não",6,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.170391667,-51.286291667,119
"2032",232,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-6","DEVOT","29","AMVOM",17.5,252,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.502802778,-51.607583333,119
"2033",232,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-6","DEVOT","29","DOVNA",55.4,249,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-30.669444444,-51.885333333,119
"2034",232,"SBPA","SID","SID RNAV EGBAM 1B-RWY 29-6","DEVOT","29","DEVOT",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",6,"SID RNAV EGBAM 1B-RWY 29",-29.994722,-51.171111,-31.229029,-52.740439056,119
"2035",233,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-1","SUSKI","11","PISTA(SBPA)",NA,19,"15",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-29.99438,-51.182473,138
"2036",233,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-1","SUSKI","11","ESNUX",21.8,286,"5","6",NA,"Não",NA,NA,"Não",1,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.1975,-51.103166667,138
"2037",233,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-1","SUSKI","11","UDOGO",19.6,323,"1",NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.207252778,-51.52205,138
"2038",233,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-1","SUSKI","11","PA058",23.8,323,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.012891667,-51.826263889,138
"2039",233,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-1","SUSKI","11","SUSKI",NA,NA,NA,NA,NA,"Não",NA,NA,"Não",1,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-29.777171694,-52.194964417,138
"2040",234,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-2","KEKAR","11","PISTA(SBPA)",NA,19,"15",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-29.99438,-51.182473,139
"2041",234,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-2","KEKAR","11","ESNUX",21.8,286,"5","6",NA,"Não",NA,NA,"Não",2,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.1975,-51.103166667,139
"2042",234,"SBPA","SID","SID RNAV ESNUX 3A RWY 11-2","KEKAR","11","UDOGO",17.2,37,"1",NA,NA,"Não",NA,NA,"Não",2,"SID RNAV ESNUX 3A RWY 11",-29.994722,-51.171111,-30.207252778,-51.52205,139
